Plugin	Plugin Name	Family	Severity	IP Address	Node Name	Branch	DeviceCategory	Environment	Criticality	Protocol	Port	Plugin Output	First Discovered	Last Observed	Synopsis	Description	Steps to Remediate	See Also	Vulnerability Priority Rating	Exploit Prediction Scoring System (EPSS)	CPE	CVE
42873	SSL Medium Strength Cipher Suites Supported (SWEET32)	General	Medium		N/A	Dublin	N/A	N/A	Critical	TCP	3389	"<plugin_output>
  Medium Strength Ciphers (&gt; 64-bit and &lt; 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
</plugin_output>"	"Jul 04, 2026 11:22:17 CEST"	"Aug 15, 2026 11:21:06 CEST"	The remote service supports the use of medium strength SSL ciphers.	"The remote host supports the use of SSL ciphers that offer medium strength encryption. Nessus regards medium strength as any encryption that uses key lengths at least 64 bits and less than 112 bits, or else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength encryption if the attacker is on the same physical network."	Reconfigure the affected application if possible to avoid use of medium strength ciphers.	"http://www.nessus.org/u?df5555f5
https://sweet32.info"	5.7	95.71		CVE-2016-2183
42873	SSL Medium Strength Cipher Suites Supported (SWEET32)	General	Medium		N/A	Dublin	N/A	N/A	Critical	TCP	3389	"<plugin_output>
  Medium Strength Ciphers (&gt; 64-bit and &lt; 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
</plugin_output>"	"Jul 04, 2026 11:22:17 CEST"	"Aug 15, 2026 11:21:06 CEST"	The remote service supports the use of medium strength SSL ciphers.	"The remote host supports the use of SSL ciphers that offer medium strength encryption. Nessus regards medium strength as any encryption that uses key lengths at least 64 bits and less than 112 bits, or else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength encryption if the attacker is on the same physical network."	Reconfigure the affected application if possible to avoid use of medium strength ciphers.	"http://www.nessus.org/u?df5555f5
https://sweet32.info"	5.7	95.71		CVE-2016-2183
42873	SSL Medium Strength Cipher Suites Supported (SWEET32)	General	Medium		N/A	Dublin	N/A	N/A	Critical	TCP	17245	"<plugin_output>
  Medium Strength Ciphers (&gt; 64-bit and &lt; 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
</plugin_output>"	"Jul 11, 2026 11:22:27 CEST"	"Aug 15, 2026 11:21:06 CEST"	The remote service supports the use of medium strength SSL ciphers.	"The remote host supports the use of SSL ciphers that offer medium strength encryption. Nessus regards medium strength as any encryption that uses key lengths at least 64 bits and less than 112 bits, or else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength encryption if the attacker is on the same physical network."	Reconfigure the affected application if possible to avoid use of medium strength ciphers.	"http://www.nessus.org/u?df5555f5
https://sweet32.info"	5.7	95.71		CVE-2016-2183
73756	Microsoft SQL Server Unsupported Version Detection (remote check)	Databases	Critical		BOCEU-Dublin-Server-IRL-BCK01	Dublin	Virtual Machine	Production	Critical	TCP	50751	"<plugin_output>
The following unsupported installation of Microsoft SQL Server was
detected :


  Installed product : SQL Server 2016
  Installed version : 13.0.4259.0
  Fixed version     : 13.0.6300.2 (2016 SP3)

  SQL Server Instance  : VEEAMSQL2016</plugin_output>"	"Jun 06, 2026 11:23:08 CEST"	"Aug 15, 2026 11:21:06 CEST"	An unsupported version of a database server is running on the remote host.	"According to its self-reported version number, the installation of Microsoft SQL Server on the remote host is no longer supported.

Lack of support implies that no new security patches for the product will be released by the vendor. As a result, it is likely to contain security vulnerabilities."	Upgrade to a version of Microsoft SQL Server that is currently supported.	http://www.nessus.org/u?d4418a57			cpe:/a:microsoft:sql_server	
18405	Remote Desktop Protocol Server Man-in-the-Middle Weakness	General	Medium		N/A	Dublin	N/A	N/A	Critical	TCP	3389		"Jul 25, 2026 11:23:06 CEST"	"Aug 15, 2026 11:21:06 CEST"	It may be possible to get access to the remote host.	"The remote version of the Remote Desktop Protocol Server (Terminal Service) is vulnerable to a man-in-the-middle (MiTM) attack. The RDP client makes no effort to validate the identity of the server when setting up encryption. An attacker with the ability to intercept traffic from the RDP server can establish encryption with the client and server without being detected. A MiTM attack of this nature would allow the attacker to obtain any sensitive information transmitted, including authentication credentials.

This flaw exists because the RDP server stores a publicly known hard-coded RSA private key. Any attacker in a privileged network location can use the key for this attack."	"- Force the use of SSL as a transport layer for this service if supported, or/and

- On Microsoft Windows operating systems, select the 'Allow connections only from computers running Remote  Desktop with Network Level Authentication' setting if it is avai"	http://www.nessus.org/u?8033da0d	4.3	16.19	cpe:/a:microsoft:remote_desktop_connection<br/>cpe:/a:microsoft:windows_terminal_services_using_rdp	CVE-2005-1794
35291	SSL Certificate Signed Using Weak Hashing Algorithm	General	Medium		N/A	Dublin	N/A	N/A	Critical	TCP	3389	"<plugin_output>
The following certificates were part of the certificate chain sent by
the remote host, but contain hashes that are considered to be weak.

Subject             : CN=IRL-PC-0011.dub.eu.bocoa.com
Signature Algorithm : SHA-1 With RSA Encryption
Valid From          : Apr 05 00:02:20 2026 GMT
Valid To            : Oct 05 00:02:20 2026 GMT
Raw PEM certificate : 
-----BEGIN CERTIFICATE-----
MIIC/DCCAeSgAwIBAgIQK97clNdq+59H1U/yCprwKDANBgkqhkiG9w0BAQUFADAnMSUwIwYDVQQDExxJUkwtUEMtMDAxMS5kdWIuZXUuYm9jb2EuY29tMB4XDTI2MDQwNTAwMDIyMFoXDTI2MTAwNTAwMDIyMFowJzElMCMGA1UEAxMcSVJMLVBDLTAwMTEuZHViLmV1LmJvY29hLmNvbTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBAOR8skhYWzyNf6FDaFAOSXbbQu+LBTHpbiz6jpT0Wd2VbOP6OaKjQCkAy1O2dn9oiE+9ateALKRYA/d0qkp+LZGJeDp/f9q1swF+v7gv8+ndFDZAtQg7EKfNZwX4HUIeRDtbMZlTMjFHe9DlBv1RMgxQR5h7fOIi3n59Cy/jkKKSup1iiBr4x9uX7gKFJBOZPg8HJYZMiAd9M3UKMrvMuYOrNJ6/TNg2mBZoS3c6z1objQio2hl2MnK0ZfY4aqcd6A5svui+lYThNoIdUqQsfmNYWbBVql6LdGehnzfwrxh7hO5vZvJB87xjJKmCnuN2QQROe4ey7bDqgXZu/kmHQiECAwEAAaMkMCIwEwYDVR0lBAwwCgYIKwYBBQUHAwEwCwYDVR0PBAQDAgQwMA0GCSqGSIb3DQEBBQUAA4IBAQAVLnFAn4JIa4eC18eOvepwcTIfKnrtusI1NMYHxoSbHiqKh8f3iKnD0P9rIUaQ7U5BBOu5a5jsqmcE/unQELVNhKn95c/ES33S/W+6uyZSxghhhsqmQkQLnXg2JmGSt9tewd8CtqdDbTVzr4NQbzipYnoGC29xdsImfArekWb8BtYchn9+mURovJY9IryKlHv9pr2zoOkBpWhpRNnzthFFS6Hztp/rtW8XDag3Nc4EwEQ811ev++MFrbrwgCnDfuJhaEumt/asaqW1FkhUtLR3IHYN2jeFOobXN4SGl7SO5P9e1FTV16Fgd3jmCf20xzrrXKiymZJgHFGM+YQ3MSPt
-----END CERTIFICATE-----
</plugin_output>"	"Jul 25, 2026 11:23:06 CEST"	"Aug 15, 2026 11:21:06 CEST"	An SSL certificate in the certificate chain has been signed using a weak hash algorithm.	"The remote service uses an SSL certificate chain that has been signed using a cryptographically weak hashing algorithm (e.g. MD2, MD4, MD5, or SHA1). These signature algorithms are known to be vulnerable to collision attacks. An attacker can exploit this to generate another certificate with the same digital signature, allowing an attacker to masquerade as the affected service.

Note that this plugin reports all SSL certificate chains signed with SHA-1 that expire after January 1, 2017 as vulnerable. This is in accordance with Google's gradual sunsetting of the SHA-1 cryptographic hash algorithm.

Note that certificates in the chain that are contained in the Nessus CA database (known_CA.inc) have been ignored."	Contact the Certificate Authority to have the SSL certificate reissued.	"https://tools.ietf.org/html/rfc3279
http://www.nessus.org/u?9bb87bf2
http://www.nessus.org/u?e120eea1
http://www.nessus.org/u?5d894816
http://www.nessus.org/u?51db68aa
http://www.nessus.org/u?9dc7bfba"	6.9	8.15	cpe:/a:ietf:md5<br/>cpe:/a:ietf:x.509_certificate	"CVE-2004-2761,CVE-2005-4900"
187201	OpenSSH < 9.6 Multiple Vulnerabilities	Misc.	Medium		BOCEU-Dublin-Host-Lenovo SR630-2	Dublin	Physical Host	Production	Critical	TCP	22	"<plugin_output>
  Version source    : SSH-2.0-OpenSSH_8.8
  Installed version : 8.8
  Fixed version     : 9.6p1 / 9.6
</plugin_output>"	"Jun 06, 2026 11:23:08 CEST"	"Aug 15, 2026 11:21:06 CEST"	The SSH server running on the remote host is affected by multiple vulnerabilities.	"The version of OpenSSH installed on the remote host is prior to 9.6. It is, therefore, affected by multiple vulnerabilities as referenced in the release-9.6 advisory.

  - ssh(1), sshd(8): implement protocol extensions to thwart the so-called Terrapin attack discovered by     Fabian Bumer, Marcus Brinkmann and Jrg Schwenk. This attack allows a MITM to effect a limited break of     the integrity of the early encrypted SSH transport protocol by sending extra messages prior to the     commencement of encryption, and deleting an equal number of consecutive messages immediately after     encryption starts. A peer SSH client/server would not be able to detect that messages were deleted. While     cryptographically novel, the security impact of this attack is fortunately very limited as it only allows     deletion of consecutive messages, and deleting most messages at this stage of the protocol prevents user     user authentication from proceeding and results in a stuck connection. The most serious identified impact     is that it lets a MITM to delete the SSH2_MSG_EXT_INFO message sent before authentication starts, allowing     the attacker to disable a subset of the keystroke timing obfuscation features introduced in OpenSSH 9.5.
    There is no other discernable impact to session secrecy or session integrity. OpenSSH 9.6 addresses this     protocol weakness through a new strict KEX protocol extension that will be automatically enabled when     both the client and server support it. This extension makes two changes to the SSH transport protocol to     improve the integrity of the initial key exchange. Firstly, it requires endpoints to terminate the     connection if any unnecessary or unexpected message is received during key exchange (including messages     that were previously legal but not strictly required like SSH2_MSG_DEBUG). This removes most malleability     from the early protocol. Secondly, it resets the Message Authentication Code counter at the conclusion of     each key exchange, preventing previously inserted messages from being able to make persistent changes to     the sequence number across completion of a key exchange. Either of these changes should be sufficient to     thwart the Terrapin Attack. More details of these changes are in the PROTOCOL file in the OpenSSH source     distribition. (CVE-2023-48795)

  - ssh-agent(1): when adding PKCS#11-hosted private keys while specifying destination constraints, if the     PKCS#11 token returned multiple keys then only the first key had the constraints applied. Use of regular     private keys, FIDO tokens and unconstrained keys are unaffected. (CVE-2023-51384)

  - ssh(1): if an invalid user or hostname that contained shell metacharacters was passed to ssh(1), and a     ProxyCommand, LocalCommand directive or match exec predicate referenced the user or hostname via %u, %h     or similar expansion token, then an attacker who could supply arbitrary user/hostnames to ssh(1) could     potentially perform command injection depending on what quoting was present in the user-supplied     ssh_config(5) directive. This situation could arise in the case of git submodules, where a repository     could contain a submodule with shell characters in its user/hostname. Git does not ban shell     metacharacters in user or host names when checking out repositories from untrusted sources. Although we     believe it is the user's responsibility to ensure validity of arguments passed to ssh(1), especially     across a security boundary such as the git example above, OpenSSH 9.6 now bans most shell metacharacters     from user and hostnames supplied via the command-line. This countermeasure is not guaranteed to be     effective in all situations, as it is infeasible for ssh(1) to universally filter shell metacharacters     potentially relevant to user-supplied commands. User/hostnames provided via ssh_config(5) are not subject     to these restrictions, allowing configurations that use strange names to continue to be used, under the     assumption that the user knows what they are doing in their own configuration files. (CVE-2023-51385)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number."	Upgrade to OpenSSH version 9.6 or later.	https://www.openssh.com/txt/release-9.6	5	93.31	cpe:/a:openbsd:openssh	"CVE-2023-48795,CVE-2023-51384,CVE-2023-51385"
187315	SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795)	Misc.	Medium		BOCEU-Dublin-Host-Lenovo SR630-2	Dublin	Physical Host	Production	Critical	TCP	22	"<plugin_output>Supports following ChaCha20-Poly1305 Client to Server algorithm : aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com,chacha20-poly1305@openssh.com
Supports following Encrypt-then-MAC Client to Server algorithm  : hmac-sha2-256,hmac-sha2-512,hmac-sha2-512-etm@openssh.com,hmac-sha2-256-etm@openssh.com
Supports following ChaCha20-Poly1305 Server to Client algorithm : aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com,chacha20-poly1305@openssh.com
Supports following Encrypt-then-MAC Server to Client algorithm  : hmac-sha2-256,hmac-sha2-512,hmac-sha2-512-etm@openssh.com,hmac-sha2-256-etm@openssh.com
</plugin_output>"	"Jun 06, 2026 11:23:08 CEST"	"Aug 15, 2026 11:21:06 CEST"	The remote SSH server is vulnerable to a mitm prefix truncation attack.	"The remote SSH server is vulnerable to a man-in-the-middle prefix truncation weakness known as Terrapin. This can allow a remote, man-in-the-middle attacker to bypass integrity checks and downgrade the connection's security.

Note that this plugin only checks for remote SSH servers that support either ChaCha20-Poly1305 or CBC with Encrypt-then-MAC and do not support the strict key exchange countermeasures. It does not check for vulnerable software versions."	Contact the vendor for an update with the strict key exchange countermeasures or disable the affected algorithms.	https://terrapin-attack.com/	5	93.31	cpe:/a:openbsd:openssh	CVE-2023-48795
201194	OpenSSH < 9.8 RCE	Misc.	High		BOCEU-Dublin-Host-Lenovo SR630-2	Dublin	Physical Host	Production	Critical	TCP	22	"<plugin_output>
  Version source    : SSH-2.0-OpenSSH_8.8
  Installed version : 8.8
  Fixed version     : 9.8p1 / 9.8
</plugin_output>"	"Jun 06, 2026 11:23:08 CEST"	"Aug 15, 2026 11:21:06 CEST"	The SSH server running on the remote host is affected by a vulnerability.	"The version of OpenSSH installed on the remote host is prior to 9.8. It is, therefore, affected by a vulnerability as referenced in the release-9.8 advisory.

  - This release contains fixes for two security problems, one critical and one minor. 1) Race condition in     sshd(8) A critical vulnerability in sshd(8) was present in Portable OpenSSH versions between 8.5p1 and     9.7p1 (inclusive) that may allow arbitrary code execution with root privileges. Successful exploitation     has been demonstrated on 32-bit Linux/glibc systems with ASLR. Under lab conditions, the attack requires     on average 6-8 hours of continuous connections up to the maximum the server will accept. Exploitation on     64-bit systems is believed to be possible but has not been demonstrated at this time. It's likely that     these attacks will be improved upon. Exploitation on non-glibc systems is conceivable but has not been     examined. Systems that lack ASLR or users of downstream Linux distributions that have modified OpenSSH to     disable per-connection ASLR re-randomisation (yes - this is a thing, no - we don't understand why) may     potentially have an easier path to exploitation. OpenBSD is not vulnerable. We thank the Qualys Security     Advisory Team for discovering, reporting and demonstrating exploitability of this problem, and for     providing detailed feedback on additional mitigation measures. 2) Logic error in ssh(1)     ObscureKeystrokeTiming In OpenSSH version 9.5 through 9.7 (inclusive), when connected to an OpenSSH server     version 9.5 or later, a logic error in the ssh(1) ObscureKeystrokeTiming feature (on by default) rendered     this feature ineffective - a passive observer could still detect which network packets contained real     keystrokes when the countermeasure was active because both fake and real keystroke packets were being sent     unconditionally. This bug was Daniel Hugenroth and Alastair Beresford of the University of Cambridge     Computer Lab. Worse, the unconditional sending of both fake and real keystroke packets broke another long-     standing timing attack mitigation. Since OpenSSH 2.9.9 sshd(8) has sent fake keystoke echo packets for     traffic received on TTYs in echo-off mode, such as when entering a password into su(8) or sudo(8). This     bug rendered these fake keystroke echoes ineffective and could allow a passive observer of a SSH session     to once again detect when echo was off and obtain fairly limited timing information about keystrokes in     this situation (20ms granularity by default). This additional implication of the bug was identified by     Jacky Wei En Kung, Daniel Hugenroth and Alastair Beresford and we thank them for their detailed analysis.
    This bug does not affect connections when ObscureKeystrokeTiming was disabled or sessions where no TTY was     requested. (openssh-9.8-1)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number."	Upgrade to OpenSSH version 9.8 or later.	https://www.openssh.com/txt/release-9.8	7.9	99.51	cpe:/a:openbsd:openssh	"CVE-2024-6387,CVE-2024-39894"
234554	OpenSSH < 10.0 DisableForwarding	Misc.	Low		BOCEU-Dublin-Host-Lenovo SR630-2	Dublin	Physical Host	Production	Critical	TCP	22	"<plugin_output>
  Version source    : SSH-2.0-OpenSSH_8.8
  Installed version : 8.8
  Fixed version     : 10.0
</plugin_output>"	"Jun 06, 2026 11:23:08 CEST"	"Aug 15, 2026 11:21:06 CEST"	The SSH server running on the remote host is affected by a vulnerability.	"The version of OpenSSH installed on the remote host is prior to 10.0. It is, therefore, affected by a vulnerability. In sshd in OpenSSH the DisableForwarding directive does not adhere to the documentation stating that it disables X11 and agent forwarding.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number."	Upgrade to OpenSSH version 10.0 or later.	https://www.openssh.com/txt/release-10.0	1.2	0.01	cpe:/a:openbsd:openssh	CVE-2025-32728
269984	OpenSSH < 10.1 / 10.1p1 Multiple Vulnerabilities	Misc.	Low		BOCEU-Dublin-Host-Lenovo SR630-2	Dublin	Physical Host	Production	Critical	TCP	22	"<plugin_output>
  Version source    : SSH-2.0-OpenSSH_8.8
  Installed version : 8.8
  Fixed version     : 10.1 / 10.1.p1
</plugin_output>"	"Jun 06, 2026 11:23:08 CEST"	"Aug 15, 2026 11:21:06 CEST"	The SSH server running on the remote host is affected by multiple vulnerabilities.	"The version of OpenSSH installed on the remote host is prior to 10.1. It is, therefore, affected by multiple vulnerabilities:

  - ssh in OpenSSH before 10.1 allows control characters in usernames that originate from certain possibly     untrusted sources, potentially leading to code execution when a ProxyCommand is used. The untrusted     sources are the command line and %-sequence expansion of a configuration file. (A configuration file     that provides a complete literal username is not categorized as an untrusted source.) (CVE-2025-61984)

  - ssh in OpenSSH before 10.1 allows the '\0' character in an ssh:// URI, potentially leading to code execution when a     ProxyCommand is used. (CVE-2025-61985)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number."	Upgrade to OpenSSH version 10.1/10.1p1 or later.	https://www.openssh.com/releasenotes.html#10.1p1	2.1	0.01	cpe:/a:openbsd:openssh	"CVE-2025-61984,CVE-2025-61985"
306743	OpenSSH < 10.3 Multiple Vulnerabilities	Misc.	High		BOCEU-Dublin-Host-Lenovo SR630-2	Dublin	Physical Host	Production	Critical	TCP	22	"<plugin_output>
  Version source    : SSH-2.0-OpenSSH_8.8
  Installed version : 8.8
  Fixed version     : 10.3
</plugin_output>"	"Jun 06, 2026 11:23:08 CEST"	"Aug 15, 2026 11:21:06 CEST"	The SSH server running on the remote host is affected by multiple vulnerabilities.	"The version of OpenSSH installed on the remote host is prior to 10.3. It is, therefore, affected by multiple vulnerabilities as referenced in the release-10.3 advisory.

  - In OpenSSH before 10.3, validation of shell metacharacters in user names supplied on the command-line     was performed too late, allowing potential expansion from %-tokens in ssh_config. For configurations     that use a %u token in a Match exec block, an attacker who can control the user name passed to ssh(1)     could potentially execute arbitrary shell commands. (CVE-2026-35386)

  - In OpenSSH before 10.3, a file downloaded by scp may be installed setuid or setgid, an outcome contrary     to some users' expectations, if the download is performed as root with -O (legacy scp protocol) and     without -p (preserve mode). (CVE-2026-35385)

  - OpenSSH before 10.3 can use unintended ECDSA algorithms. Listing of any ECDSA algorithm in     PubkeyAcceptedAlgorithms or HostbasedAcceptedAlgorithms is misinterpreted to mean all ECDSA algorithms.
    (CVE-2026-35387)

  - In OpenSSH before 10.3, connection multiplexing confirmation (requested using ControlMaster ask/autoask)     was not being tested for proxy mode multiplexing sessions (i.e. ssh -O proxy ...). (CVE-2026-35388)

  - OpenSSH before 10.3 mishandles the authorized_keys principals option in uncommon scenarios involving a     principals list in conjunction with a Certificate Authority that makes certain use of comma characters.     (CVE-2026-35414)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number."	Upgrade to OpenSSH version 10.3 or later.	https://www.openssh.com/txt/release-10.3	7.6	0.04	cpe:/a:openbsd:openssh	"CVE-2026-35388,CVE-2026-35385,CVE-2026-35386,CVE-2026-35387,CVE-2026-35414"
326244	OpenSSH < 10.4 Multiple Vulnerabilities	Misc.	Medium		BOCEU-Dublin-Host-Lenovo SR630-2	Dublin	Physical Host	Production	Critical	TCP	22	"<plugin_output>
  Version source    : SSH-2.0-OpenSSH_8.8
  Installed version : 8.8
  Fixed version     : 10.4
</plugin_output>"	"Jul 18, 2026 11:22:40 CEST"	"Aug 15, 2026 11:21:06 CEST"	The SSH server running on the remote host is affected by multiple vulnerabilities.	"The version of OpenSSH installed on the remote host is prior to 10.4. It is, therefore, affected by multiple vulnerabilities, including:

  - ssh in OpenSSH before 10.4 can have a use-after-free when a server changes its host key during a key     re-exchange. This outcome occurs only on the client side. (CVE-2026-60002)

  - sshd in OpenSSH before 10.4 does not always honor the minimum authentication delay. (CVE-2026-60001)

  - In sshd in OpenSSH before 10.4, DisableForwarding=yes was supposed to take precedence over     PermitTunnel=yes, but did not. (CVE-2026-59999)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number."	Upgrade to OpenSSH version 10.4 or later.	https://www.openssh.org/releasenotes.html#10.4p1	4.5	0.34	cpe:/a:openbsd:openssh	"CVE-2026-60000,CVE-2026-60001,CVE-2026-60002,CVE-2026-59998,CVE-2026-59999,CVE-2026-59996,CVE-2026-59995,CVE-2026-59997"
42873	SSL Medium Strength Cipher Suites Supported (SWEET32)	General	Medium		N/A	Dublin	N/A	N/A	Critical	TCP	3389	"<plugin_output>
  Medium Strength Ciphers (&gt; 64-bit and &lt; 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
</plugin_output>"	"Jun 06, 2026 11:23:08 CEST"	"Aug 15, 2026 11:21:06 CEST"	The remote service supports the use of medium strength SSL ciphers.	"The remote host supports the use of SSL ciphers that offer medium strength encryption. Nessus regards medium strength as any encryption that uses key lengths at least 64 bits and less than 112 bits, or else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength encryption if the attacker is on the same physical network."	Reconfigure the affected application if possible to avoid use of medium strength ciphers.	"http://www.nessus.org/u?df5555f5
https://sweet32.info"	5.7	95.71		CVE-2016-2183
10223	RPC portmapper Service Detection	RPC	Low		N/A	Dublin	N/A	N/A	Critical	UDP	111		"Jun 06, 2026 11:23:08 CEST"	"Aug 15, 2026 11:21:06 CEST"	An ONC RPC portmapper is running on the remote host.	"The RPC portmapper is running on this port.

The portmapper allows someone to get the port number of each RPC service running on the remote host by sending either multiple lookup requests or a DUMP request."			2.8	0.61		CVE-1999-0632
187201	OpenSSH < 9.6 Multiple Vulnerabilities	Misc.	Medium		N/A	Dublin	N/A	N/A	Critical	TCP	22	"<plugin_output>
  Version source    : SSH-2.0-OpenSSH_8.2
  Installed version : 8.2
  Fixed version     : 9.6p1 / 9.6
</plugin_output>"	"Jun 06, 2026 11:23:08 CEST"	"Aug 15, 2026 11:21:06 CEST"	The SSH server running on the remote host is affected by multiple vulnerabilities.	"The version of OpenSSH installed on the remote host is prior to 9.6. It is, therefore, affected by multiple vulnerabilities as referenced in the release-9.6 advisory.

  - ssh(1), sshd(8): implement protocol extensions to thwart the so-called Terrapin attack discovered by     Fabian Bumer, Marcus Brinkmann and Jrg Schwenk. This attack allows a MITM to effect a limited break of     the integrity of the early encrypted SSH transport protocol by sending extra messages prior to the     commencement of encryption, and deleting an equal number of consecutive messages immediately after     encryption starts. A peer SSH client/server would not be able to detect that messages were deleted. While     cryptographically novel, the security impact of this attack is fortunately very limited as it only allows     deletion of consecutive messages, and deleting most messages at this stage of the protocol prevents user     user authentication from proceeding and results in a stuck connection. The most serious identified impact     is that it lets a MITM to delete the SSH2_MSG_EXT_INFO message sent before authentication starts, allowing     the attacker to disable a subset of the keystroke timing obfuscation features introduced in OpenSSH 9.5.
    There is no other discernable impact to session secrecy or session integrity. OpenSSH 9.6 addresses this     protocol weakness through a new strict KEX protocol extension that will be automatically enabled when     both the client and server support it. This extension makes two changes to the SSH transport protocol to     improve the integrity of the initial key exchange. Firstly, it requires endpoints to terminate the     connection if any unnecessary or unexpected message is received during key exchange (including messages     that were previously legal but not strictly required like SSH2_MSG_DEBUG). This removes most malleability     from the early protocol. Secondly, it resets the Message Authentication Code counter at the conclusion of     each key exchange, preventing previously inserted messages from being able to make persistent changes to     the sequence number across completion of a key exchange. Either of these changes should be sufficient to     thwart the Terrapin Attack. More details of these changes are in the PROTOCOL file in the OpenSSH source     distribition. (CVE-2023-48795)

  - ssh-agent(1): when adding PKCS#11-hosted private keys while specifying destination constraints, if the     PKCS#11 token returned multiple keys then only the first key had the constraints applied. Use of regular     private keys, FIDO tokens and unconstrained keys are unaffected. (CVE-2023-51384)

  - ssh(1): if an invalid user or hostname that contained shell metacharacters was passed to ssh(1), and a     ProxyCommand, LocalCommand directive or match exec predicate referenced the user or hostname via %u, %h     or similar expansion token, then an attacker who could supply arbitrary user/hostnames to ssh(1) could     potentially perform command injection depending on what quoting was present in the user-supplied     ssh_config(5) directive. This situation could arise in the case of git submodules, where a repository     could contain a submodule with shell characters in its user/hostname. Git does not ban shell     metacharacters in user or host names when checking out repositories from untrusted sources. Although we     believe it is the user's responsibility to ensure validity of arguments passed to ssh(1), especially     across a security boundary such as the git example above, OpenSSH 9.6 now bans most shell metacharacters     from user and hostnames supplied via the command-line. This countermeasure is not guaranteed to be     effective in all situations, as it is infeasible for ssh(1) to universally filter shell metacharacters     potentially relevant to user-supplied commands. User/hostnames provided via ssh_config(5) are not subject     to these restrictions, allowing configurations that use strange names to continue to be used, under the     assumption that the user knows what they are doing in their own configuration files. (CVE-2023-51385)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number."	Upgrade to OpenSSH version 9.6 or later.	https://www.openssh.com/txt/release-9.6	5	93.31	cpe:/a:openbsd:openssh	"CVE-2023-48795,CVE-2023-51384,CVE-2023-51385"
